date,seoul,busan,daegu,incheon,gwangju,daejeon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
2030-01-03 23:00,84433.82,84433.82,84250.23,84433.82,84433.82,84433.82,84433.82,84250.23,84433.82,84250.23,84433.82,84433.82,84250.23,84250.23,84433.82,84250.23,84433.82
2030-01-04 00:00,78599.34,78599.34,78548.28,78599.34,78693.42,78756.19,78599.34,78638.02,78548.28,78781.34,78583.19,78781.34,78599.34,78599.34,78781.34,78548.28,78638.02
2030-01-04 01:00,75580.47,75580.47,75529.15,75580.47,75701.125,75817.31,75580.47,75631.23,75529.15,75855.55,75605.31,75855.55,75580.47,75580.47,75855.55,75529.15,75631.23
2030-01-04 02:00,74067.234,74067.234,73977.46,74067.234,74199.05,74353.84,74067.234,74115.98,73977.46,74405.195,74060.48,74405.195,74067.234,74067.234,74405.195,73977.46,74115.98
2030-01-04 03:00,73358.32,73358.32,73299.86,73358.32,73492.695,73627.086,73358.32,73413.57,73299.86,73663.07,73389.68,73663.07,73358.32,73358.32,73663.07,73299.86,73413.57
2030-01-04 04:00,74022.945,74022.945,73954.72,74022.945,74137.85,74240.234,74022.945,74066.54,73954.72,74266.59,74009.95,74266.59,74022.945,74022.945,74266.59,73954.72,74066.54
2030-01-04 05:00,76158.086,76158.086,76075.82,76158.086,76254.4,76308.58,76158.086,76187.86,76075.82,76342.14,76101.625,76342.14,76158.086,76158.086,76342.14,76075.82,76187.86
2030-01-04 06:00,79153.9,79153.9,79108.195,79153.9,79247.63,79281.61,79153.9,79190.05,79108.195,79283.96,79141.24,79283.96,79153.9,79153.9,79283.96,79108.195,79190.05
2030-01-04 07:00,86337.125,86337.125,86265.555,86337.125,86421.766,86421.05,86337.125,86367.39,86265.555,86395.68,86260.48,86395.68,86337.125,86337.125,86395.68,86265.555,86367.39
2030-01-04 08:00,97323.81,97323.81,97220.46,97323.81,97391.266,97279.18,97323.81,97341.85,97220.46,97201.414,97135.07,97201.414,97323.81,97323.81,97201.414,97220.46,97341.85
2030-01-04 09:00,99040.19,99040.19,98878.836,99040.19,99065.21,98790.234,99040.19,99027.14,98878.836,98678.55,98659.48,98678.55,99040.19,99040.19,98678.55,98878.836,99027.14
2030-01-04 10:00,97126.26,97126.26,96945.28,97126.26,97132.69,96800.6,97126.26,97102.26,96945.28,96681.96,96675.17,96681.96,97126.26,97126.26,96681.96,96945.28,97102.26
2030-01-04 11:00,96246.28,96246.28,95956.91,96246.28,96234.55,95688.25,96246.28,96193.38,95956.91,95464.625,95537.016,95464.625,96246.28,96246.28,95464.625,95956.91,96193.38
2030-01-04 12:00,93142.414,93142.414,92673.945,93142.414,93157.44,92441.836,93142.414,93071.05,92673.945,92246.97,92066.76,92246.97,93142.414,93142.414,92246.97,92673.945,93071.05
2030-01-04 13:00,96363.81,96363.81,95854.81,96363.81,96352.984,95530.87,96363.81,96274.42,95854.81,95243.516,95195.99,95243.516,96363.81,96363.81,95243.516,95854.81,96274.42
2030-01-04 14:00,97131.99,97131.99,96512.27,97131.99,96982.83,95755.92,97131.99,96967.266,96512.27,95381.37,95503.91,95381.37,97131.99,97131.99,95381.37,96512.27,96967.266
2030-01-04 15:00,96776.31,96776.31,96112.305,96776.31,96571.15,95069.83,96776.31,96570.76,96112.305,94474.29,95003.33,94474.29,96776.31,96776.31,94474.29,96112.305,96570.76
2030-01-04 16:00,98901.734,98901.734,98353.67,98901.734,98818.31,97781.984,98901.734,98767.28,98353.67,97393.26,97579.836,97393.26,98901.734,98901.734,97393.26,98353.67,98767.28
2030-01-04 17:00,98198.42,98198.42,97810.68,98198.42,98286.07,97834.65,98198.42,98170.8,97810.68,97667.17,97438.32,97667.17,98198.42,98198.42,97667.17,97810.68,98170.8
2030-01-04 18:00,95840.32,95840.32,95566.17,95840.32,96054.805,95732.96,95840.32,95902.7,95566.17,95536.3,95362.14,95536.3,95840.32,95840.32,95536.3,95566.17,95902.7
2030-01-04 19:00,93276.41,93276.41,92998.37,93276.41,93588.74,93417.336,93276.41,93384.49,92998.37,93283.766,92881.8,93283.766,93276.41,93276.41,93283.766,92998.37,93384.49
2030-01-04 20:00,90228.45,90228.45,90004.164,90228.45,90541.41,90498.9,90228.45,90346.77,90004.164,90436.16,89974.03,90436.16,90228.45,90228.45,90436.16,90004.164,90346.77
2030-01-04 21:00,86883.36,86883.36,86666.47,86883.36,87080.055,87033.87,86883.36,86948.336,86666.47,86995.984,86586.914,86995.984,86883.36,86883.36,86995.984,86666.47,86948.336
2030-01-04 22:00,83526.3,83526.3,83440.83,83526.3,83618.2,83627.31,83526.3,83559.96,83440.83,83611.83,83432.22,83611.83,83526.3,83526.3,83611.83,83440.83,83559.96
2030-01-04 23:00,84175.92,84175.92,84105.67,84175.92,84246.125,84246.1,84175.92,84198.016,84105.67,84226.91,84101.55,84226.91,84175.92,84175.92,84226.91,84105.67,84198.016
2030-01-05 00:00,75910.11,75934.23,77603.266,76828.195,77366.87,77404.5,74184.375,77704.88,76061.71,77404.5,74184.375,77990.766,77990.766,74184.375,74184.375,76289.55,75133.336
2030-01-05 01:00,74168.55,74195.125,75263.84,74766.07,75124.89,75142.15,72901.59,75340.77,74287.85,75142.15,72901.59,75524.0,75524.0,72901.59,72901.59,74431.29,73648.43
2030-01-05 02:00,71895.125,71916.09,73587.18,72863.87,73379.31,73404.66,69940.984,73689.445,72057.21,73404.66,69940.984,73951.18,73951.18,69940.984,69940.984,72315.27,71064.21
2030-01-05 03:00,71757.74,71781.72,73048.945,72585.375,72931.8,72942.94,70025.05,73128.39,71906.79,72942.94,70025.05,73325.28,73325.28,70025.05,70025.05,72134.83,71061.76
2030-01-05 04:00,72503.06,72531.336,73669.46,73259.12,73561.79,73559.336,70932.89,73760.32,72648.625,73559.336,70932.89,73972.22,73972.22,70932.89,70932.89,72852.836,71900.79
2030-01-05 05:00,73316.83,73353.49,75457.69,74624.71,75227.95,75250.21,71470.44,75582.18,73519.414,75250.21,71470.44,75864.14,75864.14,71470.44,71470.44,73839.1,72462.83
2030-01-05 06:00,74405.63,74440.85,76924.26,75895.3,76612.6,76645.61,71874.4,77094.59,74635.414,76645.61,71874.4,77525.06,77525.06,71874.4,71874.4,75009.95,73332.12
2030-01-05 07:00,75380.875,75424.8,79873.19,78083.55,79354.63,79419.88,71162.92,80152.89,75757.305,79419.88,71162.92,80940.164,80940.164,71162.92,71162.92,76434.87,73512.88
2030-01-05 08:00,72923.08,72878.82,82266.86,77949.984,80752.42,81055.805,65284.86,82708.16,73495.586,81055.805,65284.86,84248.03,84248.03,65284.86,65284.86,74773.14,68940.945
2030-01-05 09:00,61941.984,61732.92,76344.51,68174.516,72994.72,73813.68,54743.688,76895.8,62467.926,73813.68,54743.688,79400.67,79400.67,54743.688,54743.688,63984.145,57592.965
2030-01-05 10:00,61734.383,61529.96,75088.26,67386.8,71682.516,72434.05,54785.09,75592.43,62216.973,72434.05,54785.09,77947.45,77947.45,54785.09,54785.09,63608.04,57620.05
2030-01-05 11:00,58436.145,58229.08,70558.68,63280.266,67185.62,67938.305,52424.41,71009.984,58796.098,67938.305,52424.41,73206.86,73206.86,52424.41,52424.41,59998.58,54813.227
2030-01-05 12:00,56670.17,56495.508,66494.74,60606.168,63730.06,64358.145,51970.934,66827.61,56934.973,64358.145,51970.934,68594.23,68594.23,51970.934,51970.934,57893.316,53856.066
2030-01-05 13:00,55760.844,55577.78,65859.375,59588.35,62893.11,63587.39,51585.414,66149.0,56008.6,63587.39,51585.414,67839.94,67839.94,51585.414,51585.414,56909.48,53215.82
2030-01-05 14:00,56197.133,56012.7,65752.54,59953.24,62995.887,63652.758,52020.254,65991.0,56435.547,63652.758,52020.254,67613.19,67613.19,52020.254,52020.254,57341.63,53609.754
2030-01-05 15:00,58155.42,57973.207,67232.24,61914.58,64734.074,65334.035,53363.703,67483.375,58418.332,65334.035,53363.703,69153.57,69153.57,53363.703,53363.703,59360.5,55325.48
2030-01-05 16:00,60197.594,60007.594,70719.07,64582.18,67898.94,68567.75,55240.984,71062.31,60508.87,68567.75,55240.984,72988.34,72988.34,55240.984,55240.984,61573.242,57158.46
2030-01-05 17:00,64842.066,64667.402,74805.305,69369.58,72467.836,72993.61,58943.99,75168.516,65221.613,72993.61,58943.99,76908.0,76908.0,58943.99,58943.99,66367.9,61510.77
2030-01-05 18:00,67553.14,67392.445,76391.91,71756.28,74457.72,74879.52,62198.445,76685.89,67905.35,74879.52,62198.445,78178.4,78178.4,62198.445,62198.445,68959.76,64468.945
2030-01-05 19:00,65693.0,65535.098,73862.01,69310.625,71933.57,72394.79,61493.434,74082.26,65958.68,72394.79,61493.434,75468.46,75468.46,61493.434,61493.434,66837.07,63079.668
2030-01-05 20:00,64669.562,64501.47,72943.46,68322.22,70921.53,71417.66,60419.06,73147.39,64932.414,71417.66,60419.06,74442.195,74442.195,60419.06,60419.06,65851.125,62040.48
2030-01-05 21:00,66724.4,66609.734,75060.02,70356.69,73112.586,73566.35,62308.188,75375.03,67030.64,73566.35,62308.188,76676.8,76676.8,62308.188,62308.188,67927.164,64170.816
2030-01-05 22:00,70074.51,69993.055,76433.05,73196.91,75256.96,75529.055,65576.24,76689.7,70370.336,75529.055,65576.24,77585.125,77585.125,65576.24,65576.24,71141.9,67619.914
2030-01-05 23:00,74608.12,74598.61,79317.83,77042.11,78568.2,78714.98,70837.62,79541.3,74910.4,78714.98,70837.62,80272.375,80272.375,70837.62,70837.62,75505.695,72723.73
2030-01-06 00:00,77342.24,72802.99,77951.45,73972.59,72521.39,74179.09,75664.51,77035.51,77342.24,75695.56,74179.09,76814.93,77582.234,77035.51,75109.08,75109.08,72521.39
2030-01-06 01:00,75062.45,71570.555,75457.164,72639.75,71288.28,72856.664,73929.695,74828.09,75062.45,73962.83,72856.664,74677.57,75189.9,74828.09,73525.445,73525.445,71288.28
2030-01-06 02:00,73325.27,68410.375,73891.94,69841.26,68064.68,70037.44,71672.17,73033.03,73325.27,71698.47,70037.44,72846.7,73535.51,73033.03,71094.96,71094.96,68064.68
2030-01-06 03:00,72849.1,68437.64,73259.07,69837.03,68107.59,70065.695,71527.42,72632.89,72849.1,71556.02,70065.695,72487.6,72974.02,72632.89,71011.54,71011.54,68107.59
2030-01-06 04:00,73439.266,69362.51,73901.34,70721.36,69020.58,70957.03,72245.8,73215.83,73439.266,72280.51,70957.03,73096.484,73571.35,73215.83,71775.65,71775.65,69020.58
2030-01-06 05:00,75138.27,69767.95,75768.73,71057.07,69445.64,71363.9,72980.78,74788.164,75138.27,73022.625,71363.9,74557.38,75369.52,74788.164,72313.31,72313.31,69445.64
2030-01-06 06:00,76508.79,69817.21,77395.69,71735.43,69348.5,72010.914,74052.125,76076.01,76508.79,74094.555,72010.914,75798.95,76815.055,76076.01,73307.19,73307.19,69348.5
2030-01-06 07:00,79190.4,68644.32,80732.45,71149.34,68156.266,71466.92,74888.04,78490.164,79190.4,74941.23,71466.92,78030.54,79678.24,78490.164,73676.18,73676.18,68156.266
2030-01-06 08:00,81161.98,62760.363,84371.31,66463.27,62072.223,66471.82,72820.516,79908.35,81161.98,72789.94,66471.82,78903.11,82574.82,79908.35,70465.01,70465.01,62072.223
2030-01-06 09:00,74916.18,53884.297,80459.19,56731.68,53409.39,56281.957,62705.504,73100.875,74916.18,62530.438,56281.957,71260.45,77882.695,73100.875,60028.85,60028.85,53409.39
2030-01-06 10:00,73670.96,53882.043,79120.234,56805.34,53392.4,56350.473,62489.098,71917.83,73670.96,62320.047,56350.473,70268.98,76736.98,71917.83,59925.367,59925.367,53392.4
2030-01-06 11:00,69320.59,51884.285,74585.81,54428.69,51473.082,53915.637,59298.832,67808.0,69320.59,59118.84,53915.637,66287.98,72467.914,67808.0,57113.41,57113.41,51473.082
2030-01-06 12:00,65564.32,51597.44,69905.38,53670.035,51255.816,53218.47,57432.5,64396.043,65564.32,57276.844,53218.47,63164.71,68281.484,64396.043,55755.72,55755.72,51255.816
2030-01-06 13:00,64968.6,51352.05,69316.875,53208.402,51040.93,52760.33,56579.37,63757.605,64968.6,56413.805,52760.33,62433.406,67806.23,63757.605,54991.39,54991.39,51040.93
2030-01-06 14:00,64979.266,51807.637,69119.07,53598.926,51503.523,53157.207,57026.938,63888.953,64979.266,56859.703,53157.207,62657.938,67644.836,63888.953,55426.855,55426.855,51503.523
2030-01-06 15:00,66515.73,53011.582,70603.13,55142.992,52662.63,54666.945,58945.906,65507.223,66515.73,58785.95,54666.945,64366.125,69062.484,65507.223,57270.652,57270.652,52662.63
2030-01-06 16:00,69801.38,54764.582,74375.51,56900.777,54406.453,56483.098,60994.508,68580.06,69801.38,60829.22,56483.098,67253.84,72621.18,68580.06,59126.633,59126.633,54406.453
2030-01-06 17:00,73866.2,58091.79,77918.14,60820.934,57621.984,60402.156,65512.273,72730.016,73866.2,65365.914,60402.156,71547.16,76211.18,72730.016,63476.035,63476.035,57621.984
2030-01-06 18:00,75625.16,61365.227,79088.08,63842.363,60915.137,63489.285,68158.875,74678.2,75625.16,68028.89,63489.285,73658.14,77563.1,74678.2,66284.625,66284.625,60915.137
2030-01-06 19:00,73255.1,61240.918,76594.57,62890.89,60956.33,62527.86,66348.83,72433.46,73255.1,66213.71,62527.86,71413.664,75125.75,72433.46,64753.367,64753.367,60956.33
2030-01-06 20:00,72363.24,60200.176,75459.3,61923.793,59894.566,61518.96,65393.223,71517.34,72363.24,65244.285,61518.96,70479.96,74237.87,71517.34,63786.156,63786.156,59894.566
2030-01-06 21:00,74237.08,61603.996,77209.5,63547.277,61251.14,63282.688,67125.1,73139.555,74237.08,67030.07,63282.688,72071.12,75891.6,73139.555,65578.62,65578.62,61251.14
2030-01-06 22:00,75792.03,64537.87,77773.63,66700.34,64115.254,66518.34,70296.234,74995.67,75792.03,70232.016,66518.34,74252.51,76810.13,74995.67,68820.49,68820.49,64115.254
2030-01-06 23:00,78764.18,69210.695,80338.49,71219.83,68798.61,71318.28,74456.16,78111.08,78764.18,74458.05,71318.28,77530.19,79455.43,78111.08,73231.5,73231.5,68798.61
2030-01-07 00:00,78042.78,78190.54,78209.336,78079.805,78049.65,78115.555,78079.805,78079.805,78042.78,78075.56,78075.875,77942.06,77974.41,78005.31,77939.555,78249.41,78108.38
2030-01-07 01:00,74943.734,75202.336,75128.14,74991.164,74994.66,75023.65,74991.164,74991.164,74943.734,74992.15,74980.945,74843.414,74930.945,74980.49,74858.98,75172.15,75085.484
2030-01-07 02:00,73280.13,73566.9,73530.59,73317.06,73296.48,73393.84,73317.06,73317.06,73280.13,73298.61,73326.56,73114.68,73235.5,73302.2,73131.9,73591.89,73421.85
2030-01-07 03:00,72681.97,72942.266,72878.055,72725.87,72713.56,72765.86,72725.87,72725.87,72681.97,72721.85,72719.87,72566.36,72651.695,72710.01,72566.78,72926.984,72822.33
2030-01-07 04:00,73369.8,73535.18,73571.68,73409.84,73379.414,73457.23,73409.84,73409.84,73369.8,73404.33,73406.586,73256.64,73307.34,73349.8,73251.164,73624.086,73460.29
2030-01-07 05:00,75495.016,75587.016,75733.414,75526.516,75460.664,75602.43,75526.516,75526.516,75495.016,75510.54,75534.98,75353.414,75366.89,75393.945,75333.41,75794.805,75520.5
2030-01-07 06:00,78633.266,78711.21,78805.234,78675.36,78653.74,78707.86,78675.36,78675.36,78633.266,78679.96,78662.586,78562.91,78574.15,78587.055,78556.11,78850.25,78690.3
2030-01-07 07:00,85723.87,85693.664,85941.4,85751.7,85673.79,85825.55,85751.7,85751.7,85723.87,85734.03,85762.3,85580.15,85566.83,85577.88,85561.3,85993.86,85707.19
2030-01-07 08:00,96608.57,96334.32,96888.56,96625.91,96459.766,96743.67,96625.91,96625.91,96608.57,96587.07,96656.48,96394.48,96291.68,96265.29,96343.625,96955.984,96442.84
2030-01-07 09:00,98238.56,97606.47,98604.6,98225.94,97924.8,98423.99,98225.94,98225.94,98238.56,98147.83,98295.945,97921.055,97690.97,97614.13,97824.664,98693.44,97833.38
2030-01-07 10:00,96315.17,95607.695,96688.62,96289.41,95957.22,96504.6,96289.41,96289.41,96315.17,96200.03,96373.34,95972.29,95715.87,95626.14,95865.78,96780.484,95845.84
2030-01-07 11:00,95050.086,93957.266,95627.25,95004.84,94516.96,95346.86,95004.84,95004.84,95050.086,94870.19,95136.73,94545.55,94179.06,94049.336,94392.266,95770.125,94349.92
2030-01-07 12:00,91201.766,89746.54,92092.65,91136.66,90421.81,91653.61,91136.66,91136.66,91201.766,90933.48,91334.54,90443.016,89925.87,89759.16,90227.27,92320.46,90199.63
2030-01-07 13:00,94407.98,92839.59,95336.83,94309.56,93546.38,94886.125,94309.56,94309.56,94407.98,94087.11,94541.914,93593.766,93047.12,92879.38,93362.85,95579.59,93323.01
2030-01-07 14:00,95098.66,92951.91,96142.695,94953.12,93980.61,95639.57,94953.12,94953.12,95098.66,94673.484,95240.266,94161.86,93415.05,93163.336,93859.9,96417.81,93624.81
2030-01-07 15:00,94825.22,92426.875,95906.65,94660.94,93640.25,95386.0,94660.94,94660.94,94825.22,94364.08,94965.35,93882.04,93077.75,92788.96,93563.7,96191.32,93225.43
2030-01-07 16:00,97030.62,95193.28,98012.77,96910.07,96068.11,97535.47,96910.07,96910.07,97030.62,96668.16,97162.8,96200.25,95563.52,95354.45,95932.11,98264.86,95784.266
2030-01-07 17:00,96401.04,95439.75,97200.914,96369.24,95844.45,96800.56,96369.24,96369.24,96401.04,96225.664,96520.43,95791.41,95441.82,95344.18,95625.37,97403.34,95742.09
2030-01-07 18:00,94090.89,93540.95,94709.9,94127.164,93776.01,94382.836,94127.164,94127.164,94090.89,94046.71,94194.79,93642.13,93425.5,93368.52,93537.805,94873.664,93738.266
2030-01-07 19:00,91341.34,91009.36,91926.0,91406.445,91121.06,91603.695,91406.445,91406.445,91341.34,91345.93,91446.664,90934.55,90791.164,90768.31,90851.71,92093.96,91133.98
2030-01-07 20:00,88479.4,88347.08,89010.83,88543.195,88347.74,88717.24,88543.195,88543.195,88479.4,88506.25,88573.914,88142.66,88067.43,88067.664,88088.03,89168.76,88393.945
2030-01-07 21:00,85428.664,85233.5,85890.27,85462.08,85235.22,85643.21,85462.08,85462.08,85428.664,85403.02,85511.91,85083.93,84979.734,84982.09,85025.67,86005.76,85263.89
2030-01-07 22:00,82825.31,82845.07,83043.09,82854.92,82764.06,82923.664,82854.92,82854.92,82825.31,82833.13,82867.945,82665.586,82635.61,82658.99,82645.69,83100.29,82804.07
2030-01-07 23:00,83642.36,83628.42,83815.59,83659.73,83578.16,83721.43,83659.73,83659.73,83642.36,83636.43,83675.27,83501.62,83468.04,83488.65,83481.02,83865.74,83600.47
2030-01-08 00:00,77939.65,78191.055,78451.305,78065.0,78015.66,77951.625,77917.82,77939.65,78111.45,78065.0,78230.38,77853.37,78009.9,77907.734,78103.98,78451.305,77922.836
2030-01-08 01:00,74904.836,75210.375,75509.01,74964.82,74911.164,74933.43,74861.37,74904.836,75128.28,74964.82,75148.89,74773.61,74902.83,74790.21,75114.73,75509.01,74898.68
2030-01-08 02:00,73212.0,73576.34,73940.914,73333.2,73254.01,73245.99,73149.09,73212.0,73476.9,73333.2,73572.24,73038.48,73256.67,73105.625,73460.9,73940.914,73205.8
2030-01-08 03:00,72626.97,72947.58,73262.4,72708.41,72649.57,72653.44,72573.445,72626.97,72854.45,72708.41,72906.2,72477.32,72643.81,72526.414,72842.89,73262.4,72617.79
2030-01-08 04:00,73276.21,73529.71,73831.81,73406.266,73342.7,73276.945,73241.5,73276.21,73431.72,73406.266,73609.23,73161.8,73341.96,73222.414,73428.67,73831.81,73250.14
2030-01-08 05:00,75320.016,75579.17,75905.35,75558.25,75476.88,75317.48,75302.83,75320.016,75479.81,75558.25,75788.086,75231.18,75486.914,75344.45,75474.86,75905.35,75288.73
2030-01-08 06:00,78530.98,78691.95,78906.875,78668.35,78611.44,78511.68,78525.9,78530.98,78602.49,78668.35,78840.65,78474.27,78613.945,78509.445,78609.31,78906.875,78494.04
2030-01-08 07:00,85510.14,85648.27,85870.75,85781.2,85707.41,85465.08,85511.76,85510.14,85519.375,85781.2,85982.0,85456.914,85716.28,85579.68,85547.24,85870.75,85449.12
2030-01-08 08:00,96193.086,96243.47,96452.52,96697.945,96599.234,96086.95,96239.09,96193.086,96055.48,96697.945,96948.98,96202.266,96619.04,96442.52,96117.46,96452.52,96079.98
2030-01-08 09:00,97547.71,97473.484,97693.625,98391.23,98253.2,97377.61,97654.96,97547.71,97242.13,98391.23,98700.8,97654.37,98298.53,98067.805,97329.76,97693.625,97383.82
2030-01-08 10:00,95565.77,95473.836,95686.586,96474.31,96333.875,95388.6,95686.48,95565.77,95245.93,96474.31,96790.76,95694.805,96381.484,96149.39,95332.25,95686.586,95396.234
2030-01-08 11:00,93971.34,93747.49,93950.57,95312.445,95091.54,93704.414,94142.77,93971.34,93418.9,95312.445,95793.66,94157.96,95174.25,94816.73,93564.62,93950.57,93726.58
2030-01-08 12:00,89629.67,89524.414,90133.87,91595.79,91260.414,89300.56,89865.16,89629.67,89098.64,91595.79,92358.016,89878.766,91382.484,90845.29,89225.84,90133.87,89313.16
2030-01-08 13:00,92752.86,92594.72,93048.47,94847.77,94492.625,92412.1,92987.99,92752.86,92149.51,94847.77,95630.06,93012.99,94634.65,94075.34,92312.9,93048.47,92428.41
2030-01-08 14:00,93073.67,92679.14,93040.555,95620.71,95211.05,92636.516,93398.2,93073.67,92224.4,95620.71,96479.38,93495.31,95387.234,94772.055,92410.31,93040.555,92679.06
2030-01-08 15:00,92725.65,92050.35,92023.484,95388.09,94963.35,92241.02,93089.805,92725.65,91568.41,95388.09,96273.234,93219.97,95158.375,94529.42,91839.9,92023.484,92309.97
2030-01-08 16:00,95257.84,94902.44,95155.77,97520.14,97138.99,94861.39,95530.836,95257.84,94452.625,97520.14,98321.65,95595.3,97305.39,96726.02,94656.71,95155.77,94898.54
2030-01-08 17:00,95206.45,95252.125,95778.02,96741.914,96444.48,94960.37,95352.94,95206.45,94864.49,96741.914,97420.58,95316.44,96548.21,96074.0,94989.305,95778.02,94953.99
2030-01-08 18:00,93225.94,93361.79,93783.88,94280.9,94071.77,93039.87,93323.6,93225.94,92996.7,94280.9,94861.74,93257.836,94111.74,93745.69,93118.6,93783.88,93021.59
2030-01-08 19:00,90609.9,90861.29,91424.65,91466.95,91286.74,90469.84,90670.24,90609.9,90509.914,91466.95,92073.54,90571.07,91295.016,90958.555,90606.84,91424.65,90438.73
2030-01-08 20:00,87915.78,88222.26,88810.48,88598.85,88433.92,87820.05,87947.33,87915.78,87909.0,88598.85,89150.97,87844.21,88445.13,88142.61,87988.86,88810.48,87780.17
2030-01-08 21:00,84851.01,85136.26,85681.86,85542.3,85397.73,84773.28,84882.64,84851.01,84873.55,85542.3,85965.62,84809.62,85410.21,85139.65,84933.445,85681.86,84735.77
2030-01-08 22:00,82577.58,82810.66,83078.3,82862.16,82798.305,82563.125,82572.14,82577.58,82677.75,82862.16,83076.805,82526.34,82794.18,82661.51,82697.01,83078.3,82533.66
